Product Name,Product Link,Product Price
Teepee Black Bristles Shoe Brush Small 5 Inch,https://www.carrefour.ke/mafken/en/brushes/tp-black-bristles-small-5/p/4767,100
Al Gi F7P Polyvinyl Chloride Soft Carpet Brush,https://www.carrefour.ke/mafken/en/brushes/al-gi-carpet-brush-soft-pvc-f7p/p/99657,225
Teepee Scrubbing Brush 10 Inch,https://www.carrefour.ke/mafken/en/brushes/tp-scrubbing-brush-10/p/4739,125
Teepee Chubby Scrubbing Brush Large,https://www.carrefour.ke/mafken/en/brushes/tp-chubby-plastic-scrubbing-brush-l/p/4745,230
Teepee Lavatory Brush And Bowl Set,https://www.carrefour.ke/mafken/en/brushes/teepee-lavatory-brush-bowl-set/p/158994,250
Kleenit Coco Hard Heavy Duty Broom,https://www.carrefour.ke/mafken/en/brushes/kn-coco-deck-brush-with-handle/p/211637,735
Teepee Chubby Scrubbing Brush Small,https://www.carrefour.ke/mafken/en/brushes/tp-chubby-plastic-scrubbing-brush-s/p/4744,170
AL.Gi F2P Polyvinyl Chloride Stiff Carpet Brush 1 Piece,https://www.carrefour.ke/mafken/en/brushes/al-gi-carpet-brush-stiff-pvc-f2p/p/99656,225
Teepee G9 Shoe Brush Large Brown/White,https://www.carrefour.ke/mafken/en/brushes/tp-white-bristles-large-6-5/p/4770,215
Teepee Toilet Brush,https://www.carrefour.ke/mafken/en/brushes/tp-toilet-brush/p/4752,170
Parex Fillable Cleaning Dish Brush White/Pink,https://www.carrefour.ke/mafken/en/brushes/parex-fillable-cleaning-brush/p/191781,495
Al.Gi Kitchen Dish Brush A15,https://www.carrefour.ke/mafken/en/brushes/al-gi-kitchen-dish-brush-a15/p/197154,145
Al.Gi Toilet Brush B2P,https://www.carrefour.ke/mafken/en/brushes/al-gi-toilet-brush-b2p/p/197165,145
Kn Bannister Brush Soft 18Cm,https://www.carrefour.ke/mafken/en/brushes/kn-bannister-brush-soft-18cm/p/12642,370
AL.GI IRON SCRUBBING BRUSH A9,https://www.carrefour.ke/mafken/en/brushes/al-gi-iron-scrubbing-brush-a9/p/197153,60
Speed Liquid Drain Block Opener 11L,https://www.carrefour.ke/mafken/en/drain-unblockers/speed-liquid-drain-block-opener11l/p/84630,450
Rosapharm Drain Cleaner 1kg,https://www.carrefour.ke/mafken/en/drain-unblockers/rosapharm-drain-cleaner-1kg/p/180574,580
Elesol Drain Cleaner 500g,https://www.carrefour.ke/mafken/en/drain-unblockers/elesol-drain-cleaner-500g/p/66691,350
SPEED POWDER DRAIN BLOCK OPENER300G,https://www.carrefour.ke/mafken/en/drain-unblockers/speed-powder-drain-block-opener300g/p/84629,350
Rosapharm Drain Cleaner 500g,https://www.carrefour.ke/mafken/en/drain-unblockers/rosapharm-drain-cleaner-500gms/p/180573,300
SAFISHA TOILET BALLS COLOUR 200G,https://www.carrefour.ke/mafken/en/drain-unblockers/safisha-toilet-balls-colour-200g/p/19096,176
Odosmile Toilet Balls Pack 5 Balls,https://www.carrefour.ke/mafken/en/drain-unblockers/odosmile-toilet-balls-pack5balls/p/107763,165
Mr. Clean Dr Pipe Drain Cleaner 500g,https://www.carrefour.ke/mafken/en/drain-unblockers/mr-clean-dr-pipe-500g/p/121,295
SAFISHA TOILET BALLS WHITE 200G,https://www.carrefour.ke/mafken/en/drain-unblockers/safisha-toilet-balls-white-200g/p/19097,176
Cleanox Caustic Soda 500G,https://www.carrefour.ke/mafken/en/drain-unblockers/cleanox-caustic-soda-500g/p/122,245
Mr. Clean Toilet Digester 250G,https://www.carrefour.ke/mafken/en/drain-unblockers/mr-clean-toilet-digester-250g/p/123,208
Velvex Wc Balls X5,https://www.carrefour.ke/mafken/en/drain-unblockers/velvex-wc-balls-x5/p/45262,165
ODONIL TOILET BALLS 5 200G,https://www.carrefour.ke/mafken/en/drain-unblockers/odonil-toilet-balls-5-200g/p/28508,199
Dr Magic Double Action Foamer 500Ml,https://www.carrefour.ke/mafken/en/drain-unblockers/dr-magic-double-action-foamer/p/236000,595
Duzzit Strength Drain Gel 900Ml,https://www.carrefour.ke/mafken/en/drain-unblockers/151-duzzit-strength-drain-gel-900ml/p/235966,895
Astonish Kitchen Cleaner Citrus Grove 750Ml,https://www.carrefour.ke/mafken/en/detergent-kitchen/astonish-kitchen-cleaner-750ml/p/23003,625
Astonish Grease Lifter Trigger750Ml,https://www.carrefour.ke/mafken/en/detergent-kitchen/astonish-grease-lifter-trigger750ml/p/23008,625
The Pink Stuff cleaning paste 850g ,https://www.carrefour.ke/mafken/en/oven-cleaners/the-pink-stuff-cleaning-paste-850g/p/194153,1250
Astonish Specialist Ultimate Limescale Remover 750ml,https://www.carrefour.ke/mafken/en/oven-cleaners/astonish-u-limescale-remover-750ml/p/23009,625
Magnee Kitchen Cleaner 750Ml,https://www.carrefour.ke/mafken/en/detergent-kitchen/magnee-kitchen-cleaner-750ml/p/9243,224
Maxell Magic Oven Cleaner 500Ml,https://www.carrefour.ke/mafken/en/oven-cleaners/maxell-magic-oven-cleaner-500ml/p/10661,380
Saraya Vegetable Washing Liq480Ml,https://www.carrefour.ke/mafken/en/detergent-kitchen/saraya-vegetable-washing-liq480ml/p/214803,480
Astonish Premium Clear Water Stainless Steel Cleaner 750ml,https://www.carrefour.ke/mafken/en/oven-cleaners/astonish-stainless-shine-trigg750ml/p/23006,625
Taco Oven Cleaner 1L,https://www.carrefour.ke/mafken/en/oven-cleaners/taco-oven-cleaner-1l/p/66697,450
GOLDSIL METAL POLISH 250ML,https://www.carrefour.ke/mafken/en/oven-cleaners/goldsil-metal-polish-250ml/p/26834,470
Velvex Stainless Steel Cleaner 300ml,https://www.carrefour.ke/mafken/en/oven-cleaners/velvex-stainless-steel-cleaner300ml/p/202672,228
Taco Oven Cleaner 500ml,https://www.carrefour.ke/mafken/en/oven-cleaners/taco-oven-cleaner-500ml/p/122284,300
Pearl Dishwashing Degreaser 250G,https://www.carrefour.ke/mafken/en/detergent-kitchen/pearl-dishwashing-degreaser-250g/p/189473,75
Polik Metal Polish 250Ml,https://www.carrefour.ke/mafken/en/oven-cleaners/polik-metal-polish-250ml/p/26833,470
Duzzit Kettle Descaler 2 Pack,https://www.carrefour.ke/mafken/en/detergent-kitchen/151-duzzit-kettle-descaler-2pack/p/132109,495
Magnee Carpet Shampoo 1L,https://www.carrefour.ke/mafken/en/carpet-floor-cleaning/magnee-carpet-shampoo-1l/p/9245,360
Magnee Carpet Shampoo 500Ml,https://www.carrefour.ke/mafken/en/carpet-floor-cleaning/magnee-carpet-shampoo-500ml/p/9244,210
ASTONISH VAC MAXX CARPET SHAMPOO1L,https://www.carrefour.ke/mafken/en/carpet-floor-cleaning/astonish-vac-maxx-carpet-shampoo1l/p/159413,720
Jet Carpet Shampoo 500Ml,https://www.carrefour.ke/mafken/en/carpet-floor-cleaning/jet-carpet-shampoo-500ml/p/21971,178
Duzzit Shake And Fresh Carpet Odour Neutralizer Floral Garden 500G,https://www.carrefour.ke/mafken/en/carpet-floor-cleaning/151-duzzit-carpet-freshner-fl-500g/p/235979,595
Duzzit Shake And Fresh Carpet Odour Neutralizer Fresh Linen 500G,https://www.carrefour.ke/mafken/en/carpet-floor-cleaning/151-duzzit-c-odour-neutralizer-500g/p/235980,595
Morning Fresh D/Wash Paste Lemo800G,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/morning-fresh-d-wash-paste-lemo800g/p/21213,393
Sunlight Dish Washing Liquid Lemon Turbo Local 400Ml,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/sunlight-dwl-lemon-turbo-local400ml/p/49018,185
Pride Dish Washing Paste Lemon 800G,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/pride-dish-washing-paste-lemon-800g/p/68558,398
Sunlight Dishwashing Liquid Lemon 750Ml,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/sunlight-dishwashing-lemon-750ml/p/14223,289
Cussons Morning Fresh Lemon Dishwashing Liquid 4L,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/morning-fresh-mdwsc-z-lemn-4-ltr/p/168868,1200
Astonish All N 1 Dishwasher Tab4239S,https://www.carrefour.ke/mafken/en/auto-dishwash-tabs/astonish-all-n-1-dishwasher-tab42-s/p/22991,1950
Morning Fresh DWash Liq Origi750Ml,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/morning-fresh-d-wash-liq-origi750ml/p/21220,239
Morning Fresh D/Wash Paste Orig800G,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/morning-fresh-d-wash-paste-orig800g/p/21212,394
Sunlight Dish Washing paste Lemon 800g,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/sunlight-dishawashing-paste-800g/p/81873,380
Morning Fresh DWash Liq Antib750Ml,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/morning-fresh-d-wash-liq-antib750ml/p/21222,239
Morning Fresh D/Wash Liq Lemon400Ml,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/morning-fresh-d-wash-liq-lemon400ml/p/21218,188
Safisha Washing Liquid Lemon 5L,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/safisha-washing-liquid-lemon-5l/p/19122,695
Teepol Dishwashing Liquid 1L,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/teepol-dishwashing-liquid-1l/p/2205,145
Morning Fresh D/Wash Paste Anti800G,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/morning-fresh-d-wash-paste-anti800g/p/73704,393
Morning Fresh Zesty Lemon Dishwashing Paste 100g+ 100g,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/morning-fresh-d-w-z-lemon100g-100g/p/186518,88
Morning Fresh D/Wash Paste Lemo400G,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/morning-fresh-d-wash-paste-lemo400g/p/21210,247
Velvex Lemon Dishwashing Liquid 1L,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/velvex-dishwash-liq-lemon-1l/p/176263,190
Grounded Dish Soap 800g,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/grounded-dish-wash-gel-800g/p/186676,958
Sunlight Antibacterial Dishwashing Liquid 750ml,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/sunlight-dish-wash-liq-antibac750ml/p/160105,289
Safisha Dishwashing Paste Lem 800G,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/safisha-dishwashing-paste-lem-800g/p/19092,365
Safisha Dishwashing Paste Lime800G,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/safisha-dishwashing-paste-lime800g/p/19095,365
Pride Dish Washing Paste Lime 800G,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/pride-dish-washing-paste-lime-800g/p/68557,398
Rush Dish Washing Liquid 500Ml,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/rush-multipurpose-detergent-500ml/p/68799,100
Safisha Washing Liquid Lime 5L,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/safisha-washing-liquid-lime-5l/p/19126,695
Vivia Lemon Dishwashing Liquid 450ml,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/vivia-dishwashing-liq-lemon450ml/p/150321,109
Pixy Orange Dish Washing Gel 400g,https://www.carrefour.ke/mafken/en/auto-dishwash-gel/pixy-dish-washing-gel-orange-400g/p/110404,218
Feba Lime Washing Up Liquid 730g,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/feba-lime-washing-up-liquid-730g/p/10629,195
Mr Sheen Fresh Lemon Dishwashing Liquid 750ml,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/mr-sheen-dishwashing-liquid-750ml/p/133388,470
Axion Lime Dishpaste 190g,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/axion-paste-lemon-lime-190g/p/112188,170
Pride Dish Washing Paste Lime 400G,https://www.carrefour.ke/mafken/en/dishwashing-cleaner/pride-dish-washing-paste-lime-400g/p/28491,236
FEBA SALT ANTI LIMESCALE 1KG,https://www.carrefour.ke/mafken/en/auto-dishwash-salt/feba-salt-anti-limescale-1kg/p/84624,330
Pixy Anti Bacteria Dish Washing Gel 400g,https://www.carrefour.ke/mafken/en/auto-dishwash-gel/pixy-dish-washing-gel-a-bacter400g/p/110403,218
Duzzit Dish Washer Cleaner 12 Pack,https://www.carrefour.ke/mafken/en/auto-dishwash-salt/151-duzzit-dish-washer-cleaner-083/p/235971,495
Astonish Mould and mildew Stain Blaster 750Ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/astonish-mould-mildew-stain-bl750ml/p/22978,625
Roberts Antiseptic Liquid250Ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/roberts-antiseptic-liquid250ml/p/21181,360
Dettol Liquid Antiseptic 1L,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/dettol-liquid-antiseptic-1l/p/13240,2450
Astonish White Jasmine And Basil Bathroom Cleaner 750ml,https://www.carrefour.ke/mafken/en/multi-purpose-triggers/astonish-jas-bas-b-r-cleaner750ml/p/179484,625
Safisha Disinfectant Pine 5L,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/safisha-disinfectant-pine-5l/p/19103,729
Unigel Disinfectant Cleaner Lem1Kg,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/unigel-disinfectant-cleaner-lem1kg/p/9267,660
Carrefour Antiseptic Disinfectant Liquid 750ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/crf-disinfectant-750ml/p/109325,999
Rosapharm Antiseptic 1L,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/rosapharm-antiseptic-1l/p/17236,600
Astonish Zesty Lemon Kitchen Cleaner 750ml,https://www.carrefour.ke/mafken/en/multi-purpose-triggers/astonish-lem-kitchen-cleaner750ml/p/179485,625
Safisha Washing Liquid Lemon 1L,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/safisha-washing-liquid-lemon-1l/p/19119,169
Dettol Liquid Antiseptic 50Ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/dettol-liquid-antiseptic-50ml/p/13243,118
Carrefour Antiseptic Disinfectant Liquid 1L,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/crf-disinfectant-1l/p/109322,1129
Dettol Liquid Antiseptic 125Ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/dettol-liquid-antiseptic-125ml/p/13239,400
Unigel Disinfectant Cleaner Pine1Kg,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/unigel-disinfectant-cleaner-pine1kg/p/9269,650
Carrefour Antibacterial Lemon Disinfectant Kitchen Cleaner 500ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/crf-kitchen-cleaner-lemon500ml/p/180001,349
Astonish Eucalyptus And Lemon Window And Glass Cleaner 750ml,https://www.carrefour.ke/mafken/en/multi-purpose-triggers/astonish-eu-lem-glass-cleaner750ml/p/179488,625
Dettol Liquid Antiseptic 500Ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/dettol-liquid-antiseptic-500ml/p/13242,1350
Astonish Anti-Bacterial Surface Cleaner 750Ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/astonish-anti-b-surface-cl-t750ml/p/22977,625
Roberts Antiseptic Liquid100Ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/roberts-antiseptic-liquid100ml/p/21180,190
Safisha Disinfectant Pine 1L,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/safisha-disinfectant-pine-1l/p/19101,194
Velvex Disinfectnt Spray Lave 530Ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/velvex-disinfectnt-spray-lave-530ml/p/156829,250
Dettol Liquid Antiseptic 250Ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/dettol-liquid-antiseptic-250ml/p/13238,720
Dettol Multi Action Cleaner Lemon+Aqua 900Ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/dettol-multi-action-lemon-ros-900ml/p/202498,1200
CLOROX GEL CITRUS PURITY 750ML,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/clorox-gel-citrus-purity-750ml/p/63872,600
Safisha Washing Liquid Lime 500Ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/safisha-washing-liquid-lime-500ml/p/19125,108
Cleanox Pine Breeze Antibacterial Disinfectant Cleaner 500Ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/cleanox-disinfectant-pine-500ml/p/217394,139
Lavik Disinfectant Lavender 1L,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/lavik-disinfectant-lavender-1l/p/28532,220
Amar Boric Acid 25G,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/amar-boric-acid-25g/p/217399,36
Magnee Disinfectant Pine 1L,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/magnee-disinfectant-pine-1l/p/68806,190
Safisha Washing Liquid Lime 1L,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/safisha-washing-liquid-lime-1l/p/19123,169
Amar Hydrogen Peroxide200Ml,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/amar-hydrogen-peroxide200ml/p/102738,47
Rosapharm Boric Acid 250G,https://www.carrefour.ke/mafken/en/antiseptic-disinfectant/rosapharm-boric-acid-250g/p/17247,266
Scotch Brite Heavy Duty Kitchen Scourers 3+1,https://www.carrefour.ke/mafken/en/multi-purpose-wipes/scotch-brite-hd-kichen-scourer-3-1/p/167816,249
Vim Multipurpose Scouring Powder Lemon Fresh 1kg,https://www.carrefour.ke/mafken/en/furniture-polish/vim-powder-lemon-fresh-1kg/p/14298,179
Vim Multipurpose Scouring Powder Lavender 1kg,https://www.carrefour.ke/mafken/en/furniture-polish/vim-powder-lavender-fresh-1kg/p/75754,179
Vim Lemon Fresh Scourer Powder 1kg,https://www.carrefour.ke/mafken/en/furniture-polish/vim-scourer-lemon-value-pack1kg/p/176036,349
Pledge Natural Furniture Polish Spray 300ml,https://www.carrefour.ke/mafken/en/furniture-polish/pledge-furni-polish-natural-300ml/p/37882,385
Pledge Orange Furniture Polish Spray 300ml,https://www.carrefour.ke/mafken/en/furniture-polish/pledge-furni-polish-orange-300ml/p/37883,385
Pledge Lavender Furniture Polish Spray 300ml,https://www.carrefour.ke/mafken/en/furniture-polish/pledge-fs-lavender-300ml/p/53417,385
Vim Multipurpose Scouring Powder Lavender 500g,https://www.carrefour.ke/mafken/en/furniture-polish/vim-powder-lavender-fresh-500g/p/75755,95
Vim Multipurpose Scouring Powder Lemon Fresh 500g,https://www.carrefour.ke/mafken/en/furniture-polish/vim-powder-lemon-fresh-500g/p/14299,95
Vim Scourer Lemon Fresh 500G,https://www.carrefour.ke/mafken/en/furniture-polish/vim-scourer-lemon-fresh-500g/p/72730,60
Nuru Scouring Powder 1Kg,https://www.carrefour.ke/mafken/en/furniture-polish/nuru-scouring-powder-1kg/p/34144,115
Astonish Window&Glass Cleaner 750Ml,https://www.carrefour.ke/mafken/en/glass-cleaner/astonish-window-glass-cleaner-750ml/p/22995,625
Cif Floor Cleaner Wild Orchid 950Ml,https://www.carrefour.ke/mafken/en/furniture-polish/cif-floor-cleaner-wild-orchid-950ml/p/164536,795
Tropikal Wood Polish Lavender 315Ml,https://www.carrefour.ke/mafken/en/furniture-polish/tropikal-wood-polish-lavender-315ml/p/16777,420
Pixy Ocean Breeze Window And Glass Cleaner Spray 500ml,https://www.carrefour.ke/mafken/en/glass-cleaner/pixy-window-glass-cleaner-o500ml/p/202058,139
Tropikal Wood Polish Brown Can225Ml,https://www.carrefour.ke/mafken/en/furniture-polish/tropikal-wood-polish-brown-can225ml/p/16778,345
Tropikal Wood Polish Deluxe 315Ml,https://www.carrefour.ke/mafken/en/furniture-polish/tropikal-wood-polish-deluxe-315ml/p/16776,420
Magnee Glass Cleaner 750 Ml,https://www.carrefour.ke/mafken/en/glass-cleaner/magnee-glass-cleaner-750-ml/p/9215,223
Cif Floor Cleaner Ocean 950Ml,https://www.carrefour.ke/mafken/en/furniture-polish/cif-floor-cleaner-ocean-950ml/p/164537,795
TROPIKAL WOOD POLISH YELLOW CA230ML,https://www.carrefour.ke/mafken/en/furniture-polish/tropikal-wood-polish-yellow-ca230ml/p/16779,345
Pride Scouring Powder 1Kg,https://www.carrefour.ke/mafken/en/furniture-polish/pride-scouring-powder-1kg/p/28488,185
Ata Scouring Powder 500G,https://www.carrefour.ke/mafken/en/furniture-polish/ata-scouring-powder-500g/p/25860,100
Safisha Window Cleaner Ocean 500Ml,https://www.carrefour.ke/mafken/en/glass-cleaner/safisha-window-cleaner-ocean-500ml/p/19107,190
Sunlight Scourer Lavender 1Kg,https://www.carrefour.ke/mafken/en/furniture-polish/sunlight-scourer-lavender-1kg/p/112024,160
Astonish Ovencookware Paste 150G,https://www.carrefour.ke/mafken/en/furniture-polish/astonish-oven-cookware-paste150g/p/116755,450
PRIDE MULTLIQUID DETERGENT 5L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/lp-pride-mult-liquid-detergent-5l/p/28484,630
Astonish Jasmine and wild berry Wood Floor cleaner 1L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/astonish-jas-wild-wood-flo-clean1l/p/22998,795
Teepol Multipurpose Liquid Detergent 5l,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/teepol-multipurpose-detergent-5l/p/2206,580
Astonish Lavender  Blossom Floor Cleaner 1L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/astonish-lave-blosson-floor-clean1l/p/23001,650
Maxell Magic Crawling Insects Repellent Floor Cleaner 2L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/maxel-magic-f-cleaner-i-repellant2l/p/167075,545
Pride Mult-Liquid Detergent 1L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/pride-mult-liquid-detergent-1l/p/28483,240
Maxel Magic Floor Cleaner Lemon 2L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/maxel-magic-floor-cleaner-lemon-2l/p/167073,545
Astonish Orange Multi-surface cleaner 750Ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/astonish-orange-m-surface-trig750ml/p/22994,625
Maxel Magic F/Cleaner Grapefruit 2L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/maxel-magic-f-cleaner-grapefruit-2l/p/167074,545
Astonish Ready To Use Zesty Lemon Disinfectant Spray 550ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/astonish-lemon-disinfect-spry550ml/p/174900,375
Astonish Carpet and uphostery targeted spot stain remover 750Ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/astonish-carpet-uphostery-trig750ml/p/22996,630
Magnee M/Surface Cleaner Lavender2L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/magnee-m-surface-cleaner-lavender2l/p/150915,550
Carrefour Antibacterial Pine Disinfectant Floor Cleaner 900ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/crf-mac-4in1-pine900ml/p/179998,473
Astonish Antibacterial Pomegranate and Raspberry Surface Cleanser 750ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/astonish-p-raspberry-s-clean750ml/p/156052,625
Pledge Lemon Oil Multi Surface Cleaner Spray 300ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/pledge-msc-lemon-oil-300ml/p/112777,385
Magnee All Purpose Cleaner 750Ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/magnee-all-purpose-cleaner-750ml/p/9241,224
Harpic Bathroom Cleaner Floral 500Ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/harpic-bathroom-cleaner-floral500ml/p/140443,444
Rush Multipurpose Fizzy Lemon Liquid Detergent 5L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/rush-multipurpose-detergent-lemon5l/p/29797,795
Pledge Potpourri Multi Surface Cleaner Spray 300ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/pledge-msc-potpourri-300ml/p/112778,385
Dettol Multi Action Cleaner Lavender 900Ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/dettol-m-action-clnr-lavender-900ml/p/13304,750
Cerrazo Cleaner Ceramic&Terrazo 1L,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/cerrazo-cleaner-ceramic-terrazo-1l/p/66695,300
Astonish citrus Linen Disinfectant Spray 550Ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/astonish-fresh-disinfect-spray550ml/p/174897,375
Pledge Lavender Multi Surface Cleaner Spray 300ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/pledge-msc-lavender-300ml/p/112779,385
Pride Mult-Liquid Detergent 500Ml,https://www.carrefour.ke/mafken/en/multi-purpose-cleaner/pride-mult-liquid-detergent-500ml/p/28482,140
Kiwi Shoe Polish Black 100ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-black-100ml/p/37828,260
Kiwi Shoe Polish Black 200ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-black-200ml/p/37831,466
Kiwi Colour Shine Black 75Ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-colour-shine-black-75ml/p/37856,347
Kiwi Shoe Polish Black 40ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-black-40ml/p/37822,135
Kiwi Colour Shine Neutral 75Ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-colour-shine-neutral-75ml/p/37858,347
Kiwi Suede Cleaner Black 100ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-suede-cleaner-black-100ml/p/37850,184
Kiwi Suede Cleaner Neutral 100ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-suede-cleaner-neutral-100ml/p/37852,184
Kiwi Quality Shoe Polish Dark Tan 100ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-darktan-100ml/p/37829,260
Kiwi Quality Shoe Cream Neutral 150ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-cream-jar-neutral-150ml/p/37845,154
Kiwi Shoe Polish Black 15ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-black-15ml/p/37816,55
Kiwi Quality Shoe Polish Mid Brown 40ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-mid-brown-40ml/p/37825,135
Kiwi Quality Shoe Cream Neutral 100ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-cream-jar-neutral-100ml/p/37839,129
Kiwi Quality Shoe Polish Dark Tan 40ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-darktan-40ml/p/37823,135
KIWI SUEDE CLEANER DARKBROWN 100ML,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-suede-cleaner-darkbrown-100ml/p/37853,184
Kiwi Shoe Polish Midbrown 100Ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-midbrown-100ml/p/37830,260
KIWI SHOE CREAM JAR DARKTAN 150ML,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-cream-jar-darktan-150ml/p/37849,154
Kiwi Quality Shoe Polish Neutral 40ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-neutral-40ml/p/37827,135
Kiwi Shoe Polish Black 25ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-black-25ml/p/37819,99
Kiwi Quality Shoe Polish Honey Red 40ml,https://www.carrefour.ke/mafken/en/shoe-polish/kiwi-shoe-polish-toney-red-40ml/p/37824,135
Safisha Handy Sponge Cleaner  4 pcs,https://www.carrefour.ke/mafken/en/scouring-sponge/safisha-handy-sponge-cleaner-4-s/p/67629,155
Scotch Brite heavy duty comfort Nailsaver,https://www.carrefour.ke/mafken/en/scouring-sponge/scotch-brite-h-d-nailsaver-2-1free/p/75427,295
